Company,Designation,Locations,Established Year,Employees Count,Link,HR_Name,Experience,Followers,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Cluster,Experience Category
Capri Global Capital,Software Development Engineer,Gurgaon,1997,500 - 1000 employees,https://www.instahyre.com/job-249430-software-development-engineer-i-ii-ii-at-capri-global-capital-gurgaon/,Himanshu Singh,3-8 Years,54000,React,Native,TypeScript,JavaScript,,,,Class4,Junior Level
Gameskraft,DevOps Engineer 2 / 3,Bangalore,2017,200 - 500 employees,https://www.instahyre.com/job-249420-devops-engineer-2-3-at-gameskraft-bangalore/,Rovena Dsouza,3-7 Years,36000,Kubernetes,CI,CD,Docker,Deployment,AWS,,Class2,Junior Level
Inspire Brands,Identity Management Solutions Engineer,Hyderabad,2018,More than 1000 employees,https://www.instahyre.com/job-249422-identity-management-solutions-engineer-at-inspire-brands-hyderabad/,Sonali Bavadhankar,5-10 Years,84000,Identity,Access,Management,Java,SQL,Server,JavaScript,Class1,Mid-Level
Inspire Brands,Senior Software Engineer,Hyderabad,2018,More than 1000 employees,https://www.instahyre.com/job-249431-senior-software-engineer-at-inspire-brands-hyderabad/,Amisha Joshi,4-7 Years,84000,Java,Microservices,Spring,Boot,,,,Class1,Mid-Level
Samsung,DGM / GM,Gurgaon,1980,More than 1000 employees,https://www.instahyre.com/job-249427-dgm-gm-retail-operation-sales-operation-gurgaon-at-samsung-gurgaon/,Shilpi Shrivastava,12-17 Years,4000000,Retail,Operations,Operations,Management,Store,Operations,,Class1,Senior Level
Tekion,Engineering Manager,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-249437-engineering-manager-at-tekion-bangalore/,Mrinali Mahajan,8-12 Years,80000,Java,Data,Structures,Scala,Elasticsearch,,,Class2,Senior Level
Tessell,QA,Bangalore,2021,10 - 50 employees,https://www.instahyre.com/job-249418-qa-sdet-at-tessell-2-bangalore/,Tejas V,3-8 Years,996,Python,TestNG,REST,Assured,Automation,Testing,pytest,Class2,Junior Level
AND Academy,Academic Counselor,Delhi,2021,10 - 50 employees,https://www.instahyre.com/job-249408-academic-counselor-at-and-academy-delhi/,Priya,1-2 Years,148806,Sales,,,,,,,Class2,Junior Level
EMERITUS Institute of Management,Senior Ruby Developer,Work From Home,2015,50 - 200 employees,https://www.instahyre.com/job-249399-senior-ruby-developer-at-emeritus-institute-of-management-work-from-home/,Sonam Yadav,5-10 Years,2000,Ruby,Ruby,on,Rails,PostgreSQL,AWS,Microservices,Class2,Mid-Level
GlobalLogic,Senior Data Engineer,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-249412-senior-data-engineer-at-globallogic-bangalore/,Saritha,5-10 Years,749000,Big,Data,AWS,Python,Spark,Scala,,Class1,Mid-Level
Intellect Design Arena,Data Scientist,Work From Home,2014,More than 1000 employees,https://www.instahyre.com/job-249402-data-scientist-at-intellect-design-arena-work-from-home/,Sridevi Viswanathan,3-7 Years,190000,Machine,Learning,NLP,Python,Algorithms,Data,Structures,Class1,Junior Level
LogiNext,Vice President,Mumbai,2014,50 - 200 employees,https://www.instahyre.com/job-249403-vice-president-product-manager-at-loginext-mumbai/,Danish Khan,14-19 Years,34000,Product,Management,Product,Lifecycle,Management,,,Class2,Senior Level
Suraasa,International Councellor,Gurgaon,2017,50 - 200 employees,https://www.instahyre.com/job-249407-international-councellor-at-suraasa-gurgaon/,Priya,1-2 Years,5376,Sales,,,,,,,Class2,Junior Level
TLC Relationship Management,Sales Executive,Delhi,2002,500 - 1000 employees,https://www.instahyre.com/job-249409-sales-executive-at-tlc-relationship-management-delhi/,Priya,0-2 Years,21373,Sales,Direct,Sales,,,,,Class4,Fresher
Y Media Labs,YML,Bangalore,2009,200 - 500 employees,https://www.instahyre.com/job-249413-yml-at-y-media-labs-bangalore/,Bhuvaneshwari T,8-12 Years,10,NoSQL,RabbitMQ,,,,,,Class2,Senior Level
Yoga Bar,Copy Writer,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-249396-copy-writer-at-yoga-bar-bangalore/,Soumya A,2-7 Years,182,Copy,Writing,English,Content,Social,Media,Marketing,Class2,Junior Level
Yoga Bar,Graphic Designer,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-249395-graphic-designer-at-yoga-bar-bangalore/,Soumya A,3-8 Years,182,Illustrator,Adobe,After,Effects,Adobe,Audition,,Class2,Junior Level
3one4 Capital,Company Secretary,Bangalore,2015,10 - 50 employees,https://www.instahyre.com/job-249384-company-secretary-at-3one4-capital-bangalore/,Rayal Rajan,2-5 Years,32000,Chartered,Accountant,Company,Secretary,Law,,,Class2,Junior Level
Abzooba,Software Development Engineer,Ahmedabad,2010,200 - 500 employees,https://www.instahyre.com/job-249374-software-development-engineer-at-abzooba-ahmedabad/,Atul Kumar,3-5 Years,38000,Flutter,TypeScript,JavaScript,,,,,Class2,Junior Level
Abzooba,Software Development Engineer,Ahmedabad,2010,200 - 500 employees,https://www.instahyre.com/job-249377-software-development-engineer-at-abzooba-ahmedabad/,Atul Kumar,3-6 Years,38000,C,SQL,SQL,Server,,,,Class2,Junior Level
Aris Infra,SDE,Bangalore,2021,50 - 200 employees,https://www.instahyre.com/job-249370-sde-3-at-aris-infra-bangalore/,Mahak Kankane,4-7 Years,1000,Java,Python,Golang,,,,,Class2,Mid-Level
Jodo,Engineering Leader,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-249378-engineering-leader-at-jodo-bangalore/,Rayal Rajan,6-11 Years,2020,Python,Django,Java,Spring,Boot,,,Class2,Mid-Level
Nab,Windows System Admin [T500,Gurgaon,1981,More than 1000 employees,https://www.instahyre.com/job-249375-windows-system-admin-t500-7163-at-nab-gurgaon/,Omkar Sonawane,3-6 Years,356000,Windows,Microsoft,SCCM,,,,,Class1,Junior Level
Techmatters Technologies,Business Development Manager,Mumbai,2014,10 - 50 employees,https://www.instahyre.com/job-249382-business-development-manager-at-techmatters-technologies-3-mumbai/,Blessy Fernandes,2-5 Years,656,Business,Development,Sales,Lead,Generation,,,Class2,Junior Level
Virtuxient Technologies,Business Development Manager,Noida,2019,10 - 50 employees,https://www.instahyre.com/job-249385-business-development-manager-at-virtuxient-technologies-noida/,Himani Kala,1-3 Years,2000,Business,Development,ServiceNow,Sales,Corporate,Sales,,Class2,Junior Level
Wolters Kluwer,Senior Software Engineer,Pune,1987,More than 1000 employees,https://www.instahyre.com/job-249381-senior-software-engineer-at-wolters-kluwer-pune/,Monika Ahuja,6-10 Years,221000,Angular,Azure,,,,,,Class1,Mid-Level
ZopSmart Technology,Tech Lead,Noida,2016,50 - 200 employees,https://www.instahyre.com/job-249372-tech-lead-at-zopsmart-technology-noida/,Atul Kumar,5-9 Years,8006,Golang,Python,Java,Data,Structures,,,Class2,Mid-Level
Angel One,Director of Engineering,Bangalore,1987,More than 1000 employees,https://www.instahyre.com/job-249368-director-of-engineering-at-angel-one-bangalore/,Akriti Dwivedi,12-16 Years,130000,Angular,React,Native,JavaScript,CSS,,,Class1,Senior Level
AstraZeneca,SAP PP Consultant,Chennai,1999,More than 1000 employees,https://www.instahyre.com/job-249362-sap-pp-consultant-at-astrazeneca-chennai/,Kanchana Bk,2-4 Years,2000000,SAP,PP,SAP,PI,SAP,PO,SAP,Class1,Junior Level
AstraZeneca,SAP Security Consultant,Chennai,1999,More than 1000 employees,https://www.instahyre.com/job-249358-sap-security-consultant-at-astrazeneca-chennai/,Kanchana Bk,4-6 Years,2000000,SAP,Security,SAP,GRC,SAP,ECC,SOX,Class1,Mid-Level
Binocs,QA Engineer,Bangalore,2011,50 - 200 employees,https://www.instahyre.com/job-249359-qa-engineer-at-binocs-2-bangalore/,Amit Choudhary,4-7 Years,1652,Manual,Testing,SQL,API,Testing,Automation,Testing,Class2,Mid-Level
Delta Air Lines,Cloud Security Engineer,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-249365-cloud-security-engineer-t500-7168-at-delta-air-lines-bangalore/,Omkar Sonawane,2-4 Years,1000000,Python,AWS,,,,,,Class1,Junior Level
DevRev,Marketing Design Lead,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-249364-marketing-design-lead-at-devrev-bangalore/,Saba Rafiq,4-7 Years,8777,Graphic,Design,Brand,Management,Social,Media,Marketing,Class2,Mid-Level
Incedo,AWS Architect,Bangalore,2011,More than 1000 employees,https://www.instahyre.com/job-249352-aws-architect-at-incedo-bangalore/,Rahul Mishra,10-15 Years,228000,AWS,Architecture,,,,,,Class1,Senior Level
JK Technosoft,Full Stack Developer,Bangalore,1993,More than 1000 employees,https://www.instahyre.com/job-249349-full-stack-developer-at-jk-technosoft-2-bangalore/,Rahul Mishra,8-12 Years,286,NestJS,Angular,,,,,,Class1,Senior Level
MrMilkman,Senior QA Engineer,Gurgaon,2015,10 - 50 employees,https://www.instahyre.com/job-249366-senior-qa-engineer-at-mrmilkman-gurgaon/,Divyanshu Singh,3-6 Years,1890,SDET,Quality,Assurance,Automation,Testing,Selenium,SQL,Class2,Junior Level
Visualfabriq,Python Developer,Hyderabad,2013,50 - 200 employees,https://www.instahyre.com/job-249357-python-developer-at-visualfabriq-hyderabad/,Mohit Sharma,5-10 Years,203,Python,MongoDB,FastAPI,Flask,CI,CD,,Class2,Mid-Level
Cleartrip,Software Development Engineer,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-249335-software-development-engineer-at-cleartrip-bangalore/,Madhusudhan K,7-12 Years,201000,JavaScript,Middleware,HTML,CSS,,,,Class4,Senior Level
Cleartrip,UI Designer,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-249342-ui-designer-3-4-at-cleartrip-bangalore/,Likhitha B N,5-10 Years,201000,HTML,CSS,JavaScript,,,,,Class4,Mid-Level
Credence Analytics,Full Stack Engineer,Mumbai,1993,200 - 500 employees,https://www.instahyre.com/job-249330-full-stack-engineer-at-credence-analytics-mumbai/,Rayal Rajan,4-7 Years,6000,NoSQL,AWS,DevOps,,,,,Class2,Mid-Level
Delta Air Lines,Senior System Engineer,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-249347-senior-system-engineer-it-t500-7164-at-delta-air-lines-bangalore/,Omkar Sonawane,4-6 Years,1000000,AWS,CloudFormation,,,,,,Class1,Mid-Level
Imagination Technologies,Design Engineer,Pune,1985,More than 1000 employees,https://www.instahyre.com/job-249345-design-engineer-at-imagination-technologies-pune/,Prashanthi T,10-15 Years,42000,RTL,ASIC,Verilog,GPU,VLSI,,,Class1,Senior Level
Mahindra Group,Talent Acquisition Partner,Hyderabad,1945,More than 1000 employees,https://www.instahyre.com/job-249344-talent-acquisition-partner-at-mahindra-group-hyderabad/,Kavya Dodda,3-8 Years,1210664,Non,IT,Recruitment,Recruitment,,,,Class1,Junior Level
StanPlus,Data Engineer,Bangalore,2016,200 - 500 employees,https://www.instahyre.com/job-249332-data-engineer-at-stanplus-bangalore/,Akriti Singh,3-6 Years,16000,Scala,Python,AWS,PySpark,Hadoop,,,Class2,Junior Level
StanPlus,Senior Software Engineer,Bangalore,2016,200 - 500 employees,https://www.instahyre.com/job-249341-senior-software-engineer-at-stanplus-bangalore/,Akriti Singh,5-9 Years,16000,Java,Data,Structures,,,,,Class2,Mid-Level
Symphony Talent,Frontend Developer,Bangalore,2016,200 - 500 employees,https://www.instahyre.com/job-249329-frontend-developer-at-symphony-talent-bangalore/,Khushi Tomar,3-5 Years,10000,Angular,HTML,CSS,,,,,Class2,Junior Level
Y Media Labs,Lead Engineer,Bangalore,2009,200 - 500 employees,https://www.instahyre.com/job-249334-lead-engineer-at-y-media-labs-bangalore/,Ipshita Samantroy,8-12 Years,10,Java,,,,,,,Class2,Senior Level
Apexon,Embedded Architect,Bangalore,1996,More than 1000 employees,https://www.instahyre.com/job-249316-embedded-architect-at-apexon-bangalore/,Tejas Sonawane,10-15 Years,120000,Embedded,Microcontrollers,Linux,,,,,Class1,Senior Level
Apexon,Embedded C++ Developer,Bangalore,1996,More than 1000 employees,https://www.instahyre.com/job-249312-embedded-c-developer-at-apexon-bangalore/,Tejas Sonawane,4-9 Years,120000,Embedded,Linux,Microcontrollers,,,,,Class1,Mid-Level
Bajaj Finserv,Web Developer,Bangalore,2007,More than 1000 employees,https://www.instahyre.com/job-249321-web-developer-at-bajaj-finserv-bangalore/,Aneesha Chandrabhanu,7-11 Years,942000,,,,,,,,Class1,Senior Level
Calix,Staff / Principal Engineer,Bangalore,1999,More than 1000 employees,https://www.instahyre.com/job-249323-staff-principal-engineer-at-calix-bangalore/,Prashanthi T,15-20 Years,44000,Java,Kafka,AWS,Python,Golang,,,Class1,Senior Level
DevRev,UI Lead,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-249328-ui-lead-at-devrev-bangalore/,Manju Kumari,6-11 Years,8777,HTML,JavaScript,CSS,,,,,Class2,Mid-Level
Inspire Brands,PAM Engineer,Hyderabad,2018,More than 1000 employees,https://www.instahyre.com/job-249318-pam-engineer-at-inspire-brands-hyderabad/,Thanusha Reddy,5-10 Years,84000,Identity,Access,Management,Active,Directory,Azure,,Class1,Mid-Level
LogiNext,VP of Product Engineering,Mumbai,2014,50 - 200 employees,https://www.instahyre.com/job-249314-vp-of-product-engineering-at-loginext-mumbai/,Shahida,15-20 Years,34000,Java,AWS,Spring,Boot,MongoDB,Data,Structures,Class2,Senior Level
PhysicsWallah,Android Developer,Noida,2014,More than 1000 employees,https://www.instahyre.com/job-249317-android-developer-sde-3-at-physicswallah-noida/,Manjari Rastogi,2-5 Years,193211,Kotlin,Android,Java,,,,,Class1,Junior Level
Symphony Talent,Frontend Developer,Bangalore,2016,200 - 500 employees,https://www.instahyre.com/job-249329-frontend-developer-at-symphony-talent-bangalore/,Khushi Tomar,3-5 Years,10000,Angular,HTML,CSS,,,,,Class2,Junior Level
TF Holdings,Cloud Database Administrator,Bangalore,2001,50 - 200 employees,https://www.instahyre.com/job-249310-cloud-database-administrator-at-tf-holdings-bangalore/,Surbhi Kumari,3-7 Years,735,SQL,Azure,SSIS,SSRS,,,,Class2,Junior Level
Aris Infra,Technical Architect,Bangalore,2021,50 - 200 employees,https://www.instahyre.com/job-249305-technical-architect-backend-at-aris-infra-bangalore/,Ishita Goyal,9-14 Years,1000,Java,Golang,Scala,AWS,,,,Class2,Senior Level
Atlys,Frontend Developer,Delhi,2020,10 - 50 employees,https://www.instahyre.com/job-249304-frontend-developer-at-atlys-delhi/,Abhishek Singh,4-8 Years,5000,JavaScript,CSS,HTML,Redux,,,,Class2,Mid-Level
Atlys,Senior Backend Engineer,Delhi,2020,10 - 50 employees,https://www.instahyre.com/job-249303-senior-backend-engineer-at-atlys-delhi/,Aastha Purwar,4-8 Years,5000,Python,Django,Flask,Data,Structures,,,Class2,Mid-Level
Atlys,Senior Frontend Developer,Mumbai,2020,10 - 50 employees,https://www.instahyre.com/job-249294-senior-frontend-developer-reactjs-at-atlys-mumbai/,Vishal Chaudhary,4-8 Years,5000,JavaScript,HTML,CSS,,,,,Class2,Mid-Level
Atlys,Senior Frontend Engineer,Mumbai,2020,10 - 50 employees,https://www.instahyre.com/job-249298-senior-frontend-engineer-at-atlys-mumbai/,Vineeta Karki,4-8 Years,5000,JavaScript,Redux,HTML,CSS,,,,Class2,Mid-Level
Atlys,Senior Frontend Engineer,Delhi,2020,10 - 50 employees,https://www.instahyre.com/job-249307-senior-frontend-engineer-at-atlys-delhi/,Aastha Purwar,4-8 Years,5000,JavaScript,Redux,CSS,HTML,,,,Class2,Mid-Level
PhonePe,Financial Analyst,Bangalore,2015,More than 1000 employees,https://www.instahyre.com/job-249296-financial-analyst-at-phonepe-bangalore/,Blessy Fernandes,4-8 Years,621000,Financial,Analysis,MIS,Financial,Modelling,Budgeting,,Class1,Mid-Level
Proxgy,Data Engineer,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-249306-data-engineer-2-at-proxgy-bangalore/,Gunjan Anand,3-6 Years,10043,Python,Hive,PySpark,,,,,Class2,Junior Level
Proxgy,Data Engineer,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-249301-data-engineer-3-at-proxgy-bangalore/,Gunjan Anand,6-10 Years,10043,Hive,Python,PySpark,AWS,,,,Class2,Mid-Level
TF Holdings,UI Developer,Bangalore,2001,50 - 200 employees,https://www.instahyre.com/job-249309-ui-developer-at-tf-holdings-bangalore/,Surbhi Kumari,3-7 Years,735,JavaScript,HTML,Angular,,,,,Class2,Junior Level
Accenture,SD II,Work From Home,1989,More than 1000 employees,https://www.instahyre.com/job-249277-sd-ii-nodejs-developer-at-accenture-2-work-from-home/,Priyanka Paul,4-8 Years,11000000,MongoDB,,,,,,,Class1,Mid-Level
Atlys,Senior Backend Engineer,Mumbai,2020,10 - 50 employees,https://www.instahyre.com/job-249285-senior-backend-engineer-at-atlys-mumbai/,Divya Rawat,3-8 Years,5000,Python,Django,Flask,FastAPI,Data,Structures,,Class2,Junior Level
Atlys,Senior Backend Engineer,Mumbai,2020,10 - 50 employees,https://www.instahyre.com/job-249290-senior-backend-engineer-at-atlys-mumbai/,Vineeta Karki,4-8 Years,5000,Django,Python,Flask,PostgreSQL,Git,,,Class2,Mid-Level
Atlys,Sr. Backend Engineer,Delhi,2020,10 - 50 employees,https://www.instahyre.com/job-249283-sr-backend-engineer-at-atlys-delhi/,Divya Rawat,3-8 Years,5000,Python,Django,Flask,FastAPI,Data,Structures,,Class2,Junior Level
Cleartrip,UI Designer,Bangalore,2006,500 - 1000 employees,https://www.instahyre.com/job-249278-ui-designer-4-at-cleartrip-bangalore/,Divya Dwivedi,8-10 Years,201000,CSS,HTML,JavaScript,AWS,,,,Class4,Senior Level
Fello,MERN Stack Developer,Bangalore,2020,0 - 10 employees,https://www.instahyre.com/job-249292-mern-stack-developer-at-fello-bangalore/,Ankita Sharma,2-5 Years,15937,MongoDB,,,,,,,Class2,Junior Level
Istakapaza,Senior / Digital Market Specialist,Bangalore,2018,0 - 10 employees,https://www.instahyre.com/job-249280-senior-digital-market-specialist-at-istakapaza-bangalore/,Prajna A,2-5 Years,160,SEO,Microsoft,Excel,Data,Analysis,Data,Visualization,Class2,Junior Level
Reward360 Global Services,Associate Product Manager,Bangalore,2007,50 - 200 employees,https://www.instahyre.com/job-249293-associate-product-manager-at-reward360-global-services-bangalore/,Riya Prasad,3-7 Years,10,Product,Management,Agile,Product,Lifecycle,Management,,Class2,Junior Level
sentra.world,VP of Engineering,Bangalore,2023,0 - 10 employees,https://www.instahyre.com/job-249289-vp-of-engineering-at-sentra-bangalore/,Pooja Pathak,10-15 Years,119,Azure,SQL,Server,,,,,Class2,Senior Level
Shield,Senior Software Engineer Backend,Bangalore,2008,50 - 200 employees,https://www.instahyre.com/job-249281-senior-software-engineer-backend-at-shield-bangalore/,Dikshita Verma,5-10 Years,68000,Golang,Distributed,Systems,Database,Development,Java,,Class2,Mid-Level
Atlys,Backend Engineer,Delhi,2020,10 - 50 employees,https://www.instahyre.com/job-249268-backend-engineer-at-atlys-delhi/,Anmol Chaudhary,4-8 Years,5000,Python,Django,Flask,Data,Structures,Algorithms,,Class2,Mid-Level
